0.000000000000000000e+00 9.999999999999862332e-01
2.004008029519840396e-03 9.965896915642629139e-01
4.008016059039680792e-03 9.872265352176211595e-01
6.012024088559521189e-03 9.735549627571538078e-01
8.016032118079361585e-03 9.574721831354302548e-01
1.002004014759920111e-02 9.405398419890558248e-01
1.202404817711904238e-02 9.234855510770955123e-01
1.402805620663888364e-02 9.060345824540646520e-01
1.603206423615872317e-02 8.871050131053159760e-01
1.803607226567856270e-02 8.652658241481181456e-01
2.004008029519840223e-02 8.392848258239666848e-01
2.204408832471824523e-02 8.085745511838146049e-01
2.404809635423808475e-02 7.733901210638024493e-01
2.605210438375792428e-02 7.347055136127749186e-01
2.805611241327776728e-02 6.938463151613444291e-01
3.006012044279760681e-02 6.520513275686194987e-01
3.206412847231744634e-02 6.101088610880528451e-01
3.406813650183728587e-02 5.681724563438901310e-01
3.607214453135712540e-02 5.258717507831227600e-01
3.807615256087696493e-02 4.825746818271801075e-01
4.008016059039680445e-02 4.377233279208655459e-01
4.208416861991665092e-02 3.910695524079745855e-01
4.408817664943649045e-02 3.427910029696408234e-01
4.609218467895632998e-02 2.934088061410732307e-01
4.809619270847616951e-02 2.435753003746811141e-01
5.010020073799600904e-02 1.938431262644721431e-01
5.210420876751584857e-02 1.445102063490159572e-01
5.410821679703568809e-02 9.561072919266175307e-02
5.611222482655553456e-02 4.700431225763635618e-02
5.811623285607536715e-02 -1.440431795487532012e-03
6.012024088559521362e-02 -4.967263605132781618e-02
6.212424891511504621e-02 -9.739532703270623037e-02
6.412825694463489268e-02 -1.441213075663811405e-01
6.613226497415473915e-02 -1.893331475463023716e-01
6.813627300367457174e-02 -2.326708732377313071e-01
7.014028103319441820e-02 -2.740528724557837470e-01
7.214428906271425079e-02 -3.137038322762943365e-01
7.414829709223409726e-02 -3.520217480223694628e-01
7.615230512175392985e-02 -3.893889309196951753e-01
7.815631315127377632e-02 -4.259413274936674210e-01
8.016032118079360891e-02 -4.614727748512842398e-01
8.216432921031345538e-02 -4.954470891386976161e-01
8.416833723983330184e-02 -5.271395051391547515e-01
8.617234526935313443e-02 -5.558797306872217403e-01
8.817635329887298090e-02 -5.812648095860603048e-01
9.018036132839281349e-02 -6.032837066329277409e-01
9.218436935791265996e-02 -6.223035572092531220e-01
9.418837738743249255e-02 -6.389430256224259974e-01
9.619238541695233902e-02 -6.538159945543523532e-01
9.819639344647218548e-02 -6.673267884570844855e-01
1.002004014759920181e-01 -6.794993608019267439e-01
1.022044095055118645e-01 -6.899762188452761569e-01
1.042084175350316971e-01 -6.981552089834566210e-01
1.062124255645515436e-01 -7.034006881998620120e-01
1.082164335940713762e-01 -7.052613064330348625e-01
1.102204416235912227e-01 -7.036282792195480695e-01
1.122244496531110691e-01 -6.987507493602045372e-01
1.142284576826309017e-01 -6.911377308272168563e-01
1.162324657121507343e-01 -6.813950070071048692e-01
1.182364737416705947e-01 -6.700328650607135783e-01
1.202404817711904272e-01 -6.573143364590687820e-01
1.222444898007102598e-01 -6.431954917069093725e-01
1.242484978302300924e-01 -6.274160575248182159e-01
1.262525058597499528e-01 -6.096274771696132966e-01
1.282565138892697854e-01 -5.895441986311099614e-01
1.302605219187896179e-01 -5.670474529193454405e-01
1.322645299483094783e-01 -5.422517226295838766e-01
1.342685379778293109e-01 -5.154662006068457814e-01
1.362725460073491435e-01 -4.870935902027609954e-01
1.382765540368689761e-01 -4.575157990738339397e-01
1.402805620663888364e-01 -4.270041840556152990e-01
1.422845700959086690e-01 -3.957048613668200931e-01
1.442885781254285016e-01 -3.636362676590859100e-01
1.462925861549483619e-01 -3.307447471660531213e-01
1.482965941844681945e-01 -2.969841587420427587e-01
1.503006022139880271e-01 -2.623763295482687274e-01
1.523046102435078597e-01 -2.270341620313620634e-01
1.543086182730277200e-01 -1.911397040985705065e-01
1.563126263025475526e-01 -1.549063293766643201e-01
1.583166343320673852e-01 -1.185299092060983495e-01
1.603206423615872178e-01 -8.216999819666362392e-02
1.623246503911070782e-01 -4.592683136865045868e-02
1.643286584206269108e-01 -9.869891136327113221e-03
1.663326664501467433e-01 2.591699611039149920e-02
1.683366744796666037e-01 6.131207318743588791e-02
1.703406825091864363e-01 9.617367764888351545e-02
1.723446905387062689e-01 1.303331265313375509e-01
1.743486985682261015e-01 1.636284370855307924e-01
1.763527065977459618e-01 1.959414926639202192e-01
1.783567146272657944e-01 2.271942043840640690e-01
1.803607226567856270e-01 2.573571209024764217e-01
1.823647306863054873e-01 2.864162254184801082e-01
1.843687387158253199e-01 3.143550225354278527e-01
1.863727467453451525e-01 3.411140772481648931e-01
1.883767547748649851e-01 3.665855818518238829e-01
1.903807628043848454e-01 3.906276542122615325e-01
1.923847708339046780e-01 4.130877158127427284e-01
1.943887788634245106e-01 4.338230994152373343e-01
1.963927868929443710e-01 4.527414195452258427e-01
1.983967949224642036e-01 4.698104884721472918e-01
2.004008029519840361e-01 4.850589309704230745e-01
2.024048109815038687e-01 4.985415670155488588e-01
2.044088190110237291e-01 5.103100753584526306e-01
2.064128270405435617e-01 5.203873537859736720e-01
2.084168350700633943e-01 5.287533579908736403e-01
2.104208430995832546e-01 5.353523485168851792e-01
2.124248511291030872e-01 5.401134831007110559e-01
2.144288591586229198e-01 5.429652804945195310e-01
2.164328671881427524e-01 5.438706266320557647e-01
2.184368752176626127e-01 5.428394137973309164e-01
2.204408832471824453e-01 5.399256799788385575e-01
2.224448912767022779e-01 5.352141341865921387e-01
2.244488993062221383e-01 5.287911531330873327e-01
2.264529073357419708e-01 5.207355456463645949e-01
2.284569153652618034e-01 5.110881058189461479e-01
2.304609233947816360e-01 4.998809574839830350e-01
2.324649314243014686e-01 4.871366773129870431e-01
2.344689394538213012e-01 4.728785737140455137e-01
2.364729474833411893e-01 4.571493338482046087e-01
2.384769555128610219e-01 4.400213922846240577e-01
2.404809635423808545e-01 4.215782261881194093e-01
2.424849715719006871e-01 4.019165467142861159e-01
2.444889796014205197e-01 3.811376270911126518e-01
2.464929876309403523e-01 3.593336360132914908e-01
2.484969956604601848e-01 3.365910603418527103e-01
2.505010036899800729e-01 3.129701258442801892e-01
2.525050117194999055e-01 2.885438178000133691e-01
2.545090197490197381e-01 2.633842148669126026e-01
2.565130277785395707e-01 2.375884378390616392e-01
2.585170358080594033e-01 2.112595957506400168e-01
2.605210438375792359e-01 1.844984891297569152e-01
2.625250518670990685e-01 1.574192533279658579e-01
2.645290598966189566e-01 1.301326695222284058e-01
2.665330679261387892e-01 1.027295251281741678e-01
2.685370759556586218e-01 7.529493959914060341e-02
2.705410839851784544e-01 4.790370111961487348e-02
2.725450920146982869e-01 2.064087284803557687e-02
2.745491000442181195e-01 -6.404410270708505229e-03
2.765531080737379521e-01 -3.314093542910758611e-02
2.785571161032578402e-01 -5.947125894352356390e-02
