-3.06 0 0
-3.05388 5.02015 0
-3.04776 3.55156 0
-3.04164 2.90129 0
-3.03552 2.51386 0
-3.0294 2.2496 0
-3.02328 2.05463 0
-3.01716 1.9032 0
-3.01104 1.78129 0
-3.00492 1.68156 0
-2.9988 1.94635 0
-2.99268 1.94997 0
-2.98656 1.89233 0
-2.98044 1.8865 0
-2.97432 1.76099 0
-2.9682 1.69209 0
-2.96208 1.67097 0
-2.95596 1.68107 0
-2.94984 1.55504 0
-2.94372 1.5799 0
-2.9376 1.5573 0
-2.93148 1.60946 0
-2.92536 1.52377 0
-2.91924 1.55643 0
-2.91312 1.54783 0
-2.907 1.46416 0
-2.90088 1.40717 0
-2.89476 1.43506 0
-2.88864 1.34885 0
-2.88252 1.3893 0
-2.8764 1.36643 0
-2.87028 1.37605 0
-2.86416 1.3365 0
-2.85804 1.24743 0
-2.85192 1.29176 0
-2.8458 1.31409 0
-2.83968 1.24679 0
-2.83356 1.29726 0
-2.82744 1.31821 0
-2.82132 1.35124 0
-2.8152 1.28815 0
-2.80908 1.23882 0
-2.80296 1.21058 0
-2.79684 1.26493 0
-2.79072 1.21346 0
-2.7846 1.18443 0
-2.77848 1.10934 0
-2.77236 1.17327 0
-2.76624 1.15017 0
-2.76012 1.14154 0
-2.754 1.22479 0
-2.74788 1.22798 0
-2.74176 1.09516 0
-2.73564 1.12142 0
-2.72952 1.15696 0
-2.7234 1.10155 0
-2.71728 1.08095 0
-2.71116 1.16811 0
-2.70504 1.13084 0
-2.69892 1.1024 0
-2.6928 1.08343 0
-2.68668 1.11884 0
-2.68056 1.07365 0
-2.67444 1.07102 0
-2.66832 1.0705 0
-2.6622 1.0833 0
-2.65608 1.07833 0
-2.64996 1.10655 0
-2.64384 1.12245 0
-2.63772 1.11343 0
-2.6316 1.1033 0
-2.62548 1.05933 0
-2.61936 1.04274 0
-2.61324 1.0174 0
-2.60712 1.07576 0
-2.601 1.09883 0
-2.59488 1.01199 0
-2.58876 0.965289 0
-2.58264 0.974842 0
-2.57652 1.01634 0
-2.5704 1.02836 0
-2.56428 1.06383 0
-2.55816 1.04652 0
-2.55204 0.976708 0
-2.54592 1.00675 0
-2.5398 0.998613 0
-2.53368 0.978441 0
-2.52756 0.997995 0
-2.52144 0.976366 0
-2.51532 0.984333 0
-2.5092 0.990547 0
-2.50308 0.991612 0
-2.49696 1.02392 0
-2.49084 1.01222 0
-2.48472 1.00905 0
-2.4786 1.01801 0
-2.47248 0.962598 0
-2.46636 0.934369 0
-2.46024 0.933463 0
-2.45412 0.928716 0
-2.448 0.972245 0
-2.44188 0.968813 0
-2.43576 0.931527 0
-2.42964 0.934735 0
-2.42352 0.936344 0
-2.4174 0.945529 0
-2.41128 0.958843 0
-2.40516 0.974733 0
-2.39904 1.02256 0
-2.39292 1.03968 0
-2.3868 1.02958 0
-2.38068 1.0576 0
-2.37456 1.03908 0
-2.36844 0.980064 0
-2.36232 0.975644 0
-2.3562 0.976507 0
-2.35008 0.968741 0
-2.34396 0.979914 0
-2.33784 0.969631 0
-2.33172 0.961007 0
-2.3256 0.992086 0
-2.31948 0.982794 0
-2.31336 0.950726 0
-2.30724 0.984877 0
-2.30112 1.01501 0
-2.295 0.99965 0
-2.28888 0.977379 0
-2.28276 0.937537 0
-2.27664 0.923149 0
-2.27052 0.966076 0
-2.2644 0.967935 0
-2.25828 0.939587 0
-2.25216 0.977792 0
-2.24604 1.00592 0
-2.23992 0.985282 0
-2.2338 0.995966 0
-2.22768 0.999672 0
-2.22156 0.969952 0
-2.21544 0.981979 0
-2.20932 1.01425 0
-2.2032 1.01536 0
-2.19708 1.01842 0
-2.19096 1.00732 0
-2.18484 0.943163 0
-2.17872 0.89506 0
-2.1726 0.903296 0
-2.16648 0.903631 0
-2.16036 0.901166 0
-2.15424 0.93854 0
-2.14812 0.961857 0
-2.142 0.943842 0
-2.13588 0.939791 0
-2.12976 0.9552 0
-2.12364 0.957837 0
-2.11752 0.970587 0
-2.1114 0.998218 0
-2.10528 0.972581 0
-2.09916 0.906981 0
-2.09304 0.906368 0
-2.08692 0.955271 0
-2.0808 0.971459 0
-2.07468 0.977923 0
-2.06856 0.986689 0
-2.06244 0.944837 0
-2.05632 0.890256 0
-2.0502 0.904748 0
-2.04408 0.958844 0
-2.03796 0.992618 0
-2.03184 1.00498 0
-2.02572 0.983852 0
-2.0196 0.931448 0
-2.01348 0.906826 0
-2.00736 0.915017 0
-2.00124 0.906189 0
-1.99512 0.902281 0
-1.989 0.948752 0
-1.98288 1.00062 0
-1.97676 1.00068 0
-1.97064 0.982049 0
-1.96452 0.98226 0
-1.9584 0.968927 0
-1.95228 0.938172 0
-1.94616 0.943265 0
-1.94004 0.973411 0
-1.93392 0.96666 0
-1.9278 0.94243 0
-1.92168 0.951798 0
-1.91556 0.959692 0
-1.90944 0.93352 0
-1.90332 0.920011 0
-1.8972 0.929447 0
-1.89108 0.918556 0
-1.88496 0.903711 0
-1.87884 0.916126 0
-1.87272 0.918796 0
-1.8666 0.895418 0
-1.86048 0.889234 0
-1.85436 0.899987 0
-1.84824 0.895692 0
-1.84212 0.89953 0
-1.836 0.925762 0
-1.82988 0.925433 0
-1.82376 0.892586 0
-1.81764 0.890892 0
-1.81152 0.927258 0
-1.8054 0.938591 0
-1.79928 0.919339 0
-1.79316 0.924496 0
-1.78704 0.949222 0
-1.78092 0.950444 0
-1.7748 0.95772 0
-1.76868 1.01118 0
-1.76256 1.05741 0
-1.75644 1.04102 0
-1.75032 1.00079 0
-1.7442 0.982508 0
-1.73808 0.967647 0
-1.73196 0.941823 0
-1.72584 0.931136 0
-1.71972 0.94145 0
-1.7136 0.94719 0
-1.70748 0.948364 0
-1.70136 0.961253 0
-1.69524 0.963924 0
-1.68912 0.930489 0
-1.683 0.896347 0
-1.67688 0.908291 0
-1.67076 0.939781 0
-1.66464 0.939339 0
-1.65852 0.927154 0
-1.6524 0.952435 0
-1.64628 0.994488 0
-1.64016 1.00022 0
-1.63404 0.974629 0
-1.62792 0.951375 0
-1.6218 0.930846 0
-1.61568 0.910576 0
-1.60956 0.910058 0
-1.60344 0.925996 0
-1.59732 0.931294 0
-1.5912 0.932062 0
-1.58508 0.955783 0
-1.57896 0.987194 0
-1.57284 0.9887 0
-1.56672 0.969068 0
-1.5606 0.958163 0
-1.55448 0.945695 0
-1.54836 0.920659 0
-1.54224 0.916979 0
-1.53612 0.946234 0
-1.53 0.959229 0
-1.52388 0.934408 0
-1.51776 0.918009 0
-1.51164 0.937288 0
-1.50552 0.961309 0
-1.4994 0.96884 0
-1.49328 0.977139 0
-1.48716 0.991646 0
-1.48104 0.991669 0
-1.47492 0.97675 0
-1.4688 0.973647 0
-1.46268 0.9865 0
-1.45656 0.990592 0
-1.45044 0.983751 0
-1.44432 0.988765 0
-1.4382 1.00087 0
-1.43208 0.995219 0
-1.42596 0.98645 0
-1.41984 1.01286 0
-1.41372 1.06341 0
-1.4076 1.09061 0
-1.40148 1.09079 0
-1.39536 1.09912 0
-1.38924 1.11202 0
-1.38312 1.09268 0
-1.377 1.04806 0
-1.37088 1.02129 0
-1.36476 1.01462 0
-1.35864 0.998745 0
-1.35252 0.984581 0
-1.3464 1.0053 0
-1.34028 1.04512 0
-1.33416 1.06317 0
-1.32804 1.06524 0
-1.32192 1.08003 0
-1.3158 1.09248 0
-1.30968 1.07167 0
-1.30356 1.03828 0
