27 27 0 4.04862e-07
27 27 1 1.56827e-06
27 27 2 1.57554e-06
27 28 0 4.37092e-07
27 28 1 1.56981e-06
27 28 2 1.59034e-06
27 29 0 4.83786e-07
27 29 1 1.60068e-06
27 29 2 1.64911e-06
27 30 0 5.55027e-07
27 30 1 1.66533e-06
27 30 2 1.78906e-06
27 31 0 6.68137e-07
27 31 1 1.82708e-06
27 31 2 2.00416e-06
27 32 0 7.58007e-07
27 32 1 2.00525e-06
27 32 2 2.18067e-06
27 33 0 9.39016e-07
27 33 1 2.24798e-06
27 33 2 2.65778e-06
27 34 0 9.94208e-07
27 34 1 2.48404e-06
27 34 2 2.75825e-06
27 35 0 9.70806e-07
27 35 1 2.82393e-06
27 35 2 2.44944e-06
27 36 0 9.57486e-07
27 36 1 2.56692e-06
27 36 2 2.39136e-06
28 27 0 4.37086e-07
28 27 1 1.57135e-06
28 27 2 1.58938e-06
28 28 0 4.90258e-07
28 28 1 1.60946e-06
28 28 2 1.65878e-06
28 29 0 5.86625e-07
28 29 1 1.71586e-06
28 29 2 1.81221e-06
28 30 0 7.069e-07
28 30 1 1.89183e-06
28 30 2 2.08323e-06
28 31 0 9.42104e-07
28 31 1 2.20688e-06
28 31 2 2.68959e-06
28 32 0 1.33496e-06
28 32 1 2.66883e-06
28 32 2 3.10972e-06
28 33 0 1.27437e-06
28 33 1 3.88717e-06
28 33 2 3.4533e-06
28 34 0 1.83543e-06
28 34 1 3.41603e-06
28 34 2 3.94277e-06
28 35 0 1.29025e-06
28 35 1 3.61476e-06
28 35 2 3.83311e-06
28 36 0 1.37967e-06
28 36 1 3.36455e-06
28 36 2 2.57874e-06
29 27 0 4.86287e-07
29 27 1 1.61407e-06
29 27 2 1.64073e-06
29 28 0 5.88728e-07
29 28 1 1.72434e-06
29 28 2 1.81115e-06
29 29 0 7.48921e-07
29 29 1 1.95543e-06
29 29 2 2.17067e-06
29 30 0 1.09166e-06
29 30 1 2.45787e-06
29 30 2 2.75932e-06
29 31 0 1.59047e-06
29 31 1 3.23311e-06
29 31 2 4.10551e-06
29 32 0 2.65517e-06
29 32 1 2.89871e-06
29 32 2 6.86157e-06
29 33 0 2.34711e-06
29 33 1 5.28001e-06
29 33 2 7.16789e-06
29 34 0 2.3759e-06
29 34 1 7.34433e-06
29 34 2 5.01302e-06
29 35 0 2.53201e-06
29 35 1 6.06438e-06
29 35 2 3.53907e-06
29 36 0 1.64347e-06
29 36 1 4.25372e-06
29 36 2 3.10555e-06
30 27 0 5.59447e-07
30 27 1 1.71629e-06
30 27 2 1.74499e-06
30 28 0 7.27285e-07
30 28 1 1.97304e-06
30 28 2 2.03205e-06
30 29 0 1.12428e-06
30 29 1 2.41537e-06
30 29 2 2.82825e-06
30 30 0 1.56797e-06
30 30 1 3.21923e-06
30 30 2 4.13936e-06
30 31 0 3.57826e-06
30 31 1 5.29143e-06
30 31 2 6.94056e-06
30 32 0 6.24314e-06
30 32 1 3.94137e-06
30 32 2 9.87747e-06
30 33 0 8.30396e-06
30 33 1 1.18881e-05
30 33 2 1.77132e-05
30 34 0 6.6489e-06
30 34 1 6.72522e-06
30 34 2 7.73398e-06
30 35 0 3.14297e-06
30 35 1 7.11193e-06
30 35 2 4.74748e-06
30 36 0 1.55602e-06
30 36 1 4.55473e-06
30 36 2 2.85166e-06
31 27 0 6.79655e-07
31 27 1 1.88529e-06
31 27 2 1.95472e-06
31 28 0 9.73174e-07
31 28 1 2.4413e-06
31 28 2 2.48298e-06
31 29 0 1.65456e-06
31 29 1 3.48759e-06
31 29 2 3.90014e-06
31 30 0 3.51786e-06
31 30 1 5.48256e-06
31 30 2 6.68158e-06
31 31 0 7.01206e-06
31 31 1 1.12222e-05
31 31 2 1.88825e-05
31 32 0 6.485e-05
31 32 1 3.92039e-05
31 32 2 5.71607e-05
31 33 0 6.35997e-05
31 33 1 8.0953e-05
31 33 2 1.30982e-05
31 34 0 7.7857e-06
31 34 1 2.3975e-05
31 34 2 7.10727e-06
31 35 0 3.14297e-06
31 35 1 7.11193e-06
31 35 2 4.74748e-06
31 36 0 1.64347e-06
31 36 1 4.25372e-06
31 36 2 3.10555e-06
32 27 0 7.54129e-07
32 27 1 2.15757e-06
32 27 2 2.01903e-06
32 28 0 1.35735e-06
32 28 1 2.79861e-06
32 28 2 3.0913e-06
32 29 0 2.59787e-06
32 29 1 5.43712e-06
32 29 2 4.02715e-06
32 30 0 5.95922e-06
32 30 1 1.07272e-05
32 30 2 3.346e-06
32 31 0 6.46619e-05
32 31 1 2.02365e-05
32 31 2 7.39834e-05
32 33 0 6.35997e-05
32 33 1 8.0953e-05
32 33 2 1.30982e-05
32 34 0 6.6489e-06
32 34 1 6.72522e-06
32 34 2 7.73398e-06
32 35 0 2.53201e-06
32 35 1 6.06438e-06
32 35 2 3.53907e-06
32 36 0 1.37967e-06
32 36 1 3.36455e-06
32 36 2 2.57874e-06
33 27 0 9.27819e-07
33 27 1 2.59776e-06
33 27 2 2.28386e-06
33 28 0 1.24148e-06
33 28 1 3.48597e-06
33 28 2 3.80082e-06
33 29 0 2.1553e-06
33 29 1 5.79826e-06
33 29 2 6.0322e-06
33 30 0 8.30161e-06
33 30 1 2.1494e-05
33 30 2 8.24755e-06
33 31 0 6.46619e-05
33 31 1 2.02365e-05
33 31 2 7.39834e-05
33 32 0 6.485e-05
33 32 1 3.92039e-05
33 32 2 5.71607e-05
33 33 0 8.30396e-06
33 33 1 1.18881e-05
33 33 2 1.77132e-05
33 34 0 2.3759e-06
33 34 1 7.34433e-06
33 34 2 5.01302e-06
33 35 0 1.29025e-06
33 35 1 3.61476e-06
33 35 2 3.83311e-06
33 36 0 9.57486e-07
33 36 1 2.56692e-06
33 36 2 2.39136e-06
34 27 0 9.59858e-07
34 27 1 2.55025e-06
34 27 2 2.57758e-06
34 28 0 1.83071e-06
34 28 1 4.0973e-06
34 28 2 3.16521e-06
34 29 0 2.1553e-06
34 29 1 5.79826e-06
34 29 2 6.0322e-06
34 30 0 5.95922e-06
34 30 1 1.07272e-05
34 30 2 3.346e-06
34 31 0 7.01206e-06
34 31 1 1.12222e-05
34 31 2 1.88825e-05
34 32 0 6.24314e-06
34 32 1 3.94137e-06
34 32 2 9.87747e-06
34 33 0 2.34711e-06
34 33 1 5.28001e-06
34 33 2 7.16789e-06
34 34 0 1.83543e-06
34 34 1 3.41603e-06
34 34 2 3.94277e-06
34 35 0 9.70806e-07
34 35 1 2.82393e-06
34 35 2 2.44944e-06
34 36 0 6.77345e-07
34 36 1 1.98685e-06
34 36 2 2.03705e-06
35 27 0 9.59858e-07
35 27 1 2.55025e-06
35 27 2 2.57758e-06
35 28 0 1.24148e-06
35 28 1 3.48597e-06
35 28 2 3.80082e-06
35 29 0 2.59787e-06
35 29 1 5.43712e-06
35 29 2 4.02715e-06
35 30 0 3.51786e-06
35 30 1 5.48256e-06
35 30 2 6.68158e-06
35 31 0 3.57826e-06
35 31 1 5.29143e-06
35 31 2 6.94056e-06
35 32 0 2.65517e-06
35 32 1 2.89871e-06
35 32 2 6.86157e-06
35 33 0 1.27437e-06
35 33 1 3.88717e-06
35 33 2 3.4533e-06
35 34 0 9.94208e-07
35 34 1 2.48404e-06
35 34 2 2.75825e-06
35 35 0 7.26527e-07
35 35 1 2.00482e-06
35 35 2 2.13582e-06
35 36 0 5.49237e-07
