-4.0001026 44.857854
-3.9734359 44.755762
-3.9467693 44.493318
-3.9201026 45.419177
-3.8934359 45.307559
-3.8667693 45.859846
-3.8401026 46.010762
-3.8134359 46.592743
-3.7867693 46.831972
-3.7601026 47.172333
-3.7334359 46.51051
-3.7067693 47.120166
-3.6801026 46.859883
-3.6534359 48.088423
-3.6267693 47.459406
-3.6001026 47.744764
-3.5734359 47.773154
-3.5467693 46.934724
-3.5201026 47.150584
-3.4934359 48.299665
-3.4667693 47.311755
-3.4401026 47.458485
-3.4134359 46.462659
-3.3867693 46.819615
-3.3601026 46.924463
-3.3334359 47.207366
-3.3067693 46.653413
-3.2801026 47.269185
-3.2534359 46.259985
-3.2267693 45.986944
-3.2001026 46.1657
-3.1734359 45.951648
-3.1467693 45.950836
-3.1201026 45.245559
-3.0934359 44.756834
-3.0667693 45.365844
-3.0401026 43.892116
-3.0134359 44.156906
-2.9867693 44.321426
-2.9601026 43.553835
-2.9334359 43.719161
-2.9067693 42.601115
-2.8801026 42.546932
-2.8534359 43.065084
-2.8267693 42.034664
-2.8001026 42.119371
-2.7734359 41.461746
-2.7467693 40.794652
-2.7201026 40.907121
-2.6934359 40.534455
-2.6667693 40.366811
-2.6401026 40.087918
-2.6134359 39.905656
-2.5867693 39.485109
-2.5601026 38.289644
-2.5334359 38.088106
-2.5067693 37.317957
-2.4801026 36.834561
-2.4534359 36.249725
-2.4267693 36.114348
-2.4001026 35.288698
-2.3734359 34.830672
-2.3467693 34.799546
-2.3201026 34.275207
-2.2934359 33.739647
-2.2667693 32.954248
-2.2401026 33.106659
-2.2134359 31.940291
-2.1867693 31.495913
-2.1601026 30.637528
-2.1334359 30.608581
-2.1067693 29.666497
-2.0801026 29.424185
-2.0534359 28.799145
-2.0267693 28.452971
-2.0001026 27.336741
-1.9734359 26.511183
-1.9467693 26.110532
-1.9201026 25.697383
-1.8934359 24.689592
-1.8667693 23.465607
-1.8401026 23.704084
-1.8134359 22.470034
-1.7867693 22.207483
-1.7601026 21.681874
-1.7334359 20.11605
-1.7067693 19.422673
-1.6801026 18.565268
-1.6534359 17.905289
-1.6267693 17.098661
-1.6001026 16.135808
-1.5734359 15.11894
-1.5467693 14.236339
-1.5201026 13.248027
-1.4934359 12.390927
-1.4667693 11.244197
-1.4401026 9.9572217
-1.4134359 8.9584902
-1.3867693 7.6958015
-1.3601026 6.4613448
-1.3334359 5.2315396
-1.3067693 3.9189841
-1.2801026 2.536981
-1.2534359 1.1122726
-1.2267693 0.1667495
-1.2001026 0.039977198
